value,unit,rawValue
1008.328501236,hPa,8.01263466292306
1008.3919797357,hPa,8.01507614368114
1008.3046967986,hPa,8.01171910763878
1008.3681752983,hPa,8.01416058839686
1008.3681752983,hPa,8.01416058839686
1008.3919797357,hPa,8.01507614368114
1008.3761101108,hPa,8.01446577349162
1008.3126316111,hPa,8.01202429273354
1008.3443708609,hPa,8.01324503311258
1008.3919797357,hPa,8.01507614368114
1008.3761101108,hPa,8.01446577349162
1008.3840449232,hPa,8.01477095858638
1008.3840449232,hPa,8.01477095858638
1008.3681752983,hPa,8.01416058839686
1008.3840449232,hPa,8.01477095858638
1008.3443708609,hPa,8.01324503311258
1008.4157841731,hPa,8.01599169896542
1008.3840449232,hPa,8.01477095858638
1008.3443708609,hPa,8.01324503311258
1008.3364360485,hPa,8.01293984801782
1008.3126316111,hPa,8.01202429273354
1008.328501236,hPa,8.01263466292306
1008.3681752983,hPa,8.01416058839686
1008.4078493606,hPa,8.01568651387066
1008.3681752983,hPa,8.01416058839686
1008.3919797357,hPa,8.01507614368114
1008.3681752983,hPa,8.01416058839686
1008.3126316111,hPa,8.01202429273354
1008.3443708609,hPa,8.01324503311258
1008.3681752983,hPa,8.01416058839686
1008.3046967986,hPa,8.01171910763878
1008.3046967986,hPa,8.01171910763878
1008.2967619861,hPa,8.01141392254402
1008.3523056734,hPa,8.01355021820734
1008.3523056734,hPa,8.01355021820734
1008.3681752983,hPa,8.01416058839686
1008.3364360485,hPa,8.01293984801782
1008.3364360485,hPa,8.01293984801782
1008.3046967986,hPa,8.01171910763878
1008.3681752983,hPa,8.01416058839686
1008.3126316111,hPa,8.01202429273354
1008.3761101108,hPa,8.01446577349162
1008.3523056734,hPa,8.01355021820734
1008.3126316111,hPa,8.01202429273354
1008.2888271737,hPa,8.01110873744926
1008.328501236,hPa,8.01263466292306
1008.2729575488,hPa,8.01049836725974
1008.2967619861,hPa,8.01141392254402
1008.2570879238,hPa,8.00988799707022
1008.3364360485,hPa,8.01293984801782
1008.2888271737,hPa,8.01110873744926
1008.3681752983,hPa,8.01416058839686
1008.3681752983,hPa,8.01416058839686
1008.3681752983,hPa,8.01416058839686
1008.3681752983,hPa,8.01416058839686
1008.3364360485,hPa,8.01293984801782
1008.2967619861,hPa,8.01141392254402
1008.2332834864,hPa,8.00897244178594
1008.3364360485,hPa,8.01293984801782
1008.2967619861,hPa,8.01141392254402
1008.2650227363,hPa,8.01019318216498
1008.3364360485,hPa,8.01293984801782
1008.2729575488,hPa,8.01049836725974
1008.2967619861,hPa,8.01141392254402
1008.2570879238,hPa,8.00988799707022
1008.2174138615,hPa,8.00836207159642
1008.3046967986,hPa,8.01171910763878
1008.3364360485,hPa,8.01293984801782
1008.3046967986,hPa,8.01171910763878
1008.2967619861,hPa,8.01141392254402
1008.2491531114,hPa,8.00958281197546
1008.3046967986,hPa,8.01171910763878
1008.3364360485,hPa,8.01293984801782
1008.2570879238,hPa,8.00988799707022
1008.2888271737,hPa,8.01110873744926
1008.2888271737,hPa,8.01110873744926
1008.3046967986,hPa,8.01171910763878
1008.2888271737,hPa,8.01110873744926
1008.2650227363,hPa,8.01019318216498
1008.2729575488,hPa,8.01049836725974
1008.328501236,hPa,8.01263466292306
1008.3126316111,hPa,8.01202429273354
1008.3840449232,hPa,8.01477095858638
1008.328501236,hPa,8.01263466292306
1008.3443708609,hPa,8.01324503311258
1008.3364360485,hPa,8.01293984801782
1008.3523056734,hPa,8.01355021820734
1008.3364360485,hPa,8.01293984801782
1008.2888271737,hPa,8.01110873744926
1008.2729575488,hPa,8.01049836725974
1008.2967619861,hPa,8.01141392254402
1008.225348674,hPa,8.00866725669118
1008.2650227363,hPa,8.01019318216498
1008.3046967986,hPa,8.01171910763878
1008.328501236,hPa,8.01202429273354
1008.3126316111,hPa,8.01202429273354
1008.2332834864,hPa,8.00897244178594
1008.3126316111,hPa,8.01202429273354
1008.2570879238,hPa,8.00988799707022
1008.2729575488,hPa,8.01049836725974
1008.2888271737,hPa,8.01110873744926
1008.2888271737,hPa,8.01110873744926
1008.2888271737,hPa,8.01110873744926
1008.225348674,hPa,8.00866725669118
1008.2729575488,hPa,8.01049836725974
1008.2967619861,hPa,8.01141392254402
1008.2729575488,hPa,8.01049836725974
1008.328501236,hPa,8.01263466292306
1008.2570879238,hPa,8.00988799707022
1008.2332834864,hPa,8.00897244178594
1008.2570879238,hPa,8.00988799707022
1008.2332834864,hPa,8.00897244178594
1008.1777397992,hPa,8.00683614612262
1008.2174138615,hPa,8.00836207159642
1008.1856746117,hPa,8.00714133121738
1008.2174138615,hPa,8.00836207159642
1008.1856746117,hPa,8.00714133121738
1008.2650227363,hPa,8.01019318216498
1008.2570879238,hPa,8.00988799707022
1008.1777397992,hPa,8.00683614612262
1008.2729575488,hPa,8.01049836725974
1008.225348674,hPa,8.00866725669118
1008.1856746117,hPa,8.00714133121738
1008.225348674,hPa,8.00866725669118
1008.2570879238,hPa,8.00988799707022
1008.2332834864,hPa,8.00897244178594
1008.2491531114,hPa,8.00958281197546
1008.2491531114,hPa,8.00958281197546
1008.1777397992,hPa,8.00683614612262
1008.209479049,hPa,8.00805688650166
1008.1698049867,hPa,8.00653096102786
1008.1936094241,hPa,8.00744651631214
1008.2332834864,hPa,8.00897244178594
1008.2570879238,hPa,8.00988799707022
1008.225348674,hPa,8.00866725669118
1008.1698049867,hPa,8.00653096102786
1008.1936094241,hPa,8.00744651631214
1008.1856746117,hPa,8.00714133121738
