value,unit,rawValue
16.4281136509,relHumPerCent,1.64281136509293
16.4555803095,relHumPerCent,1.64555803094577
16.9042023988,relHumPerCent,1.69042023987548
17.1452986236,relHumPerCent,1.71452986236152
17.2643208106,relHumPerCent,1.72643208105716
17.3863948485,relHumPerCent,1.73863948484756
17.2276985992,relHumPerCent,1.72276985992004
16.6081728568,relHumPerCent,1.66081728568377
16.7332987457,relHumPerCent,1.67332987456893
16.7546617023,relHumPerCent,1.67546617023225
16.6692098758,relHumPerCent,1.66692098757897
16.5471358379,relHumPerCent,1.65471358378857
16.541032136,relHumPerCent,1.65410321359905
16.5471358379,relHumPerCent,1.65471358378857
16.6142765587,relHumPerCent,1.66142765587329
16.6142765587,relHumPerCent,1.66142765587329
16.657002472,relHumPerCent,1.66570024719993
16.6936246834,relHumPerCent,1.66936246833705
16.7363505966,relHumPerCent,1.67363505966369
16.7332987457,relHumPerCent,1.67332987456893
16.8065431684,relHumPerCent,1.68065431684317
16.9255653554,relHumPerCent,1.6925565355388
16.9255653554,relHumPerCent,1.6925565355388
16.9774468215,relHumPerCent,1.69774468214972
17.0964690085,relHumPerCent,1.70964690084536
17.00491348,relHumPerCent,1.70049134800256
16.9347209082,relHumPerCent,1.69347209082308
16.8553727836,relHumPerCent,1.68553727835933
16.8187505722,relHumPerCent,1.68187505722221
16.8553727836,relHumPerCent,1.68553727835933
17.0354319895,relHumPerCent,1.70354319895016
17.1269875179,relHumPerCent,1.71269875179296
17.2063356426,relHumPerCent,1.72063356425672
17.8533280435,relHumPerCent,1.78533280434584
18.0181279946,relHumPerCent,1.80181279946287
18.1005279702,relHumPerCent,1.81005279702139
18.0608539079,relHumPerCent,1.80608539078951
18.170720542,relHumPerCent,1.81707205420087
18.1096835231,relHumPerCent,1.81096835230567
17.9479354228,relHumPerCent,1.79479354228339
18.1096835231,relHumPerCent,1.81096835230567
18.1096835231,relHumPerCent,1.81096835230567
17.7892391736,relHumPerCent,1.77892391735588
17.1758171331,relHumPerCent,1.71758171330912
17.2063356426,relHumPerCent,1.72063356425672
17.4474318674,relHumPerCent,1.74474318674276
17.7800836207,relHumPerCent,1.7780083620716
17.8136539811,relHumPerCent,1.78136539811396
17.7770317698,relHumPerCent,1.77770317697684
17.7312540056,relHumPerCent,1.77312540055544
17.645802179,relHumPerCent,1.76458021790216
17.6519058809,relHumPerCent,1.76519058809168
17.5572985015,relHumPerCent,1.75572985015412
17.645802179,relHumPerCent,1.76458021790216
17.6061281167,relHumPerCent,1.76061281167028
17.8075502792,relHumPerCent,1.78075502792444
17.9265724662,relHumPerCent,1.79265724662008
17.8075502792,relHumPerCent,1.78075502792444
18.0181279946,relHumPerCent,1.80181279946287
17.8960539567,relHumPerCent,1.78960539567248
17.935728019,relHumPerCent,1.79357280190436
17.8563798944,relHumPerCent,1.7856379894406
17.9448835719,relHumPerCent,1.79448835718864
17.8685872982,relHumPerCent,1.78685872981964
17.7465132603,relHumPerCent,1.77465132602924
17.4962614826,relHumPerCent,1.74962614825892
17.5481429487,relHumPerCent,1.75481429486984
17.5420392468,relHumPerCent,1.75420392468032
17.3375652333,relHumPerCent,1.7337565233314
16.8370616779,relHumPerCent,1.68370616779077
16.7943357646,relHumPerCent,1.67943357646413
16.7882320627,relHumPerCent,1.67882320627461
17.6610614338,relHumPerCent,1.76610614337596
17.3589281899,relHumPerCent,1.73589281899472
17.6122318186,relHumPerCent,1.7612231818598
16.8187505722,relHumPerCent,1.68187505722221
16.657002472,relHumPerCent,1.66570024719993
16.599017304,relHumPerCent,1.65990173039949
